protein_id	hit_rows
FUN_016561-T1	7
FUN_019683-T1	7
FUN_013651-T1	7
FUN_013686-T1	7
FUN_013684-T1	7
FUN_013681-T1	7
FUN_015890-T1	7
FUN_000448-T1	7
FUN_010049-T1	7
FUN_010039-T1	7
FUN_010036-T1	7
FUN_017565-T1	7
FUN_013639-T1	7
FUN_013638-T1	7
FUN_007138-T1	7
FUN_007102-T1	7
FUN_007101-T1	7
FUN_013614-T1	7
FUN_014631-T1	7
FUN_017296-T1	7
FUN_007453-T1	7
FUN_005068-T1	7
FUN_007510-T1	7
FUN_007508-T1	7
FUN_007498-T1	7
FUN_020592-T1	7
FUN_009596-T1	7
FUN_001084-T1	7
FUN_002011-T1	7
FUN_013096-T1	7
FUN_017599-T1	7
FUN_011273-T1	7
FUN_017012-T1	7
FUN_010021-T1	7
FUN_020570-T1	7
FUN_007579-T1	7
FUN_007564-T1	7
FUN_011791-T1	7
FUN_017161-T1	7
FUN_007589-T1	7
FUN_007586-T1	7
FUN_020552-T1	7
FUN_011978-T1	7
FUN_001178-T1	7
FUN_007121-T1	7
FUN_007073-T1	7
FUN_020893-T1	7
FUN_017561-T1	7
FUN_013691-T1	7
FUN_017300-T1	7
FUN_014101-T1	7
FUN_014099-T1	7
FUN_014098-T1	7
FUN_007612-T1	7
FUN_007605-T1	7
FUN_011822-T1	7
FUN_009520-T1	7
FUN_009517-T1	7
FUN_009515-T1	7
FUN_009538-T1	7
FUN_005060-T1	7
FUN_006790-T1	7
FUN_017196-T1	7
FUN_003068-T1	7
FUN_001680-T1	7
FUN_007063-T1	7
FUN_020973-T1	7
FUN_020953-T1	7
FUN_020941-T1	7
FUN_003751-T1	7
FUN_012598-T1	7
FUN_012591-T1	7
FUN_019550-T1	7
FUN_005168-T1	7
FUN_006756-T1	7
FUN_006785-T1	7
FUN_019519-T1	7
FUN_019517-T1	7
FUN_013005-T1	7
FUN_002337-T1	7
FUN_007036-T1	7
FUN_014103-T1	7
FUN_015959-T1	7
FUN_015944-T1	7
FUN_006777-T1	7
FUN_013717-T1	7
FUN_017280-T1	7
FUN_014166-T1	7
FUN_013538-T1	7
FUN_003507-T1	7
FUN_003496-T1	7
FUN_000585-T1	7
FUN_019732-T1	7
FUN_001068-T1	7
FUN_019737-T1	7
FUN_019733-T1	7
FUN_009491-T1	7
FUN_000423-T1	7
FUN_003454-T1	7
FUN_002004-T1	7
FUN_001997-T1	7
FUN_016889-T1	7
FUN_018579-T1	7
FUN_018565-T1	7
FUN_013738-T1	7
FUN_015932-T1	7
FUN_016882-T1	7
FUN_016879-T1	7
FUN_010166-T1	7
FUN_010157-T1	7
FUN_011239-T1	7
FUN_011235-T1	7
FUN_020991-T1	7
FUN_002836-T1	7
FUN_000396-T1	7
FUN_006744-T1	7
FUN_005189-T1	7
FUN_016832-T1	7
FUN_003767-T1	7
FUN_004147-T1	7
FUN_004146-T1	7
FUN_000598-T1	7
FUN_015783-T1	7
FUN_020547-T1	7
FUN_020536-T1	7
FUN_020535-T1	7
FUN_007682-T1	7
FUN_007677-T1	7
FUN_007650-T1	7
FUN_020979-T1	7
FUN_015798-T1	7
FUN_017863-T1	7
FUN_001038-T1	7
FUN_019763-T1	7
FUN_009429-T1	7
FUN_019783-T1	7
FUN_017624-T1	7
FUN_017616-T1	7
FUN_020507-T1	7
FUN_020501-T1	7
FUN_018554-T1	7
FUN_004186-T1	7
FUN_011190-T1	7
FUN_001992-T1	7
FUN_000377-T1	7
FUN_000398-T1	7
FUN_006622-T1	7
FUN_006646-T1	7
FUN_007641-T1	7
FUN_013116-T1	7
FUN_009434-T1	7
FUN_007692-T1	7
FUN_005024-T1	7
FUN_011832-T1	7
FUN_017613-T1	7
FUN_017517-T1	7
FUN_015192-T1	7
FUN_011206-T1	7
FUN_012415-T1	7
FUN_003275-T1	7
FUN_016515-T1	7
FUN_002580-T1	7
FUN_005023-T1	7
FUN_007814-T1	7
FUN_016645-T1	7
FUN_020477-T1	7
FUN_009388-T1	7
FUN_009417-T1	7
FUN_019778-T1	7
FUN_000610-T1	7
FUN_007750-T1	7
FUN_017327-T1	7
FUN_003671-T1	7
FUN_003688-T1	7
FUN_003682-T1	7
FUN_017939-T1	7
FUN_002267-T1	7
FUN_021014-T1	7
FUN_010264-T1	7
FUN_015979-T1	7
FUN_021019-T1	7
FUN_006552-T1	7
FUN_021044-T1	7
FUN_021042-T1	7
FUN_019472-T1	7
FUN_019470-T1	7
FUN_019458-T1	7
FUN_004441-T1	7
FUN_010200-T1	7
FUN_012005-T1	7
FUN_000624-T1	7
FUN_000616-T1	7
FUN_000615-T1	7
FUN_019802-T1	7
FUN_017334-T1	7
FUN_000363-T1	7
FUN_007727-T1	7
FUN_002202-T1	7
FUN_017628-T1	7
FUN_013518-T1	7
FUN_017828-T1	7
FUN_007773-T1	7
FUN_007768-T1	7
FUN_018672-T1	7
FUN_006574-T1	7
FUN_006562-T1	7
FUN_001473-T1	7
FUN_001464-T1	7
FUN_011178-T1	7
FUN_011216-T1	7
FUN_006549-T1	7
FUN_009322-T1	7
FUN_009315-T1	7
FUN_009314-T1	7
FUN_009361-T1	7
FUN_004698-T1	7
FUN_004693-T1	7
FUN_018922-T1	7
FUN_014159-T1	7
FUN_005215-T1	7
FUN_016496-T1	7
FUN_001217-T1	7
FUN_004402-T1	7
FUN_004435-T1	7
FUN_001988-T1	7
FUN_001979-T1	7
FUN_014149-T1	7
FUN_018707-T1	7
FUN_018687-T1	7
FUN_018685-T1	7
FUN_004144-T1	7
FUN_004138-T1	7
FUN_011392-T1	7
FUN_016808-T1	7
FUN_007835-T1	7
FUN_007827-T1	7
FUN_003407-T1	7
FUN_003435-T1	7
FUN_003432-T1	7
FUN_003677-T1	7
FUN_006558-T1	7
FUN_013744-T1	7
FUN_007860-T1	7
FUN_013147-T1	7
FUN_015395-T1	7
FUN_000656-T1	7
FUN_000651-T1	7
FUN_000647-T1	7
FUN_020445-T1	7
FUN_020442-T1	7
FUN_007837-T1	7
FUN_004195-T1	7
FUN_015178-T1	7
FUN_021048-T1	7
FUN_016107-T1	7
FUN_006542-T1	7
FUN_006541-T1	7
FUN_014156-T1	7
FUN_005248-T1	7
FUN_005245-T1	7
FUN_005242-T1	7
FUN_000350-T1	7
FUN_006481-T1	7
FUN_016130-T1	7
FUN_013787-T1	7
FUN_010352-T1	7
FUN_004401-T1	7
FUN_019406-T1	7
FUN_012805-T1	7
FUN_012942-T1	7
FUN_012941-T1	7
FUN_012783-T1	7
FUN_014582-T1	7
FUN_012088-T1	7
FUN_012064-T1	7
FUN_020400-T1	7
FUN_007904-T1	7
FUN_000996-T1	7
FUN_004710-T1	7
FUN_003629-T1	7
FUN_002127-T1	7
FUN_018164-T1	7
FUN_004065-T1	7
FUN_007915-T1	7
FUN_009289-T1	7
FUN_019395-T1	7
FUN_010338-T1	7
FUN_016124-T1	7
FUN_006460-T1	7
FUN_021073-T1	7
FUN_000979-T1	7
FUN_000973-T1	7
FUN_019848-T1	7
FUN_005007-T1	7
FUN_014178-T1	7
FUN_013449-T1	7
FUN_018170-T1	7
FUN_015700-T1	7
FUN_021098-T1	7
FUN_021094-T1	7
FUN_021107-T1	7
FUN_006387-T1	7
FUN_005270-T1	7
FUN_011182-T1	7
FUN_014757-T1	7
FUN_001260-T1	7
FUN_002472-T1	7
FUN_004382-T1	7
FUN_000314-T1	7
FUN_013825-T1	7
FUN_010430-T1	7
FUN_016893-T1	7
FUN_010378-T1	7
FUN_010404-T1	7
FUN_010402-T1	7
FUN_006411-T1	7
FUN_017503-T1	7
FUN_017502-T1	7
FUN_005259-T1	7
FUN_006405-T1	7
FUN_006402-T1	7
FUN_000333-T1	7
FUN_000321-T1	7
FUN_007947-T1	7
FUN_017032-T1	7
FUN_017025-T1	7
FUN_015392-T1	7
FUN_007944-T1	7
FUN_007967-T1	7
FUN_007964-T1	7
FUN_002902-T1	7
FUN_015703-T1	7
FUN_004977-T1	7
FUN_002558-T1	7
FUN_018545-T1	7
FUN_014322-T1	7
FUN_015046-T1	7
FUN_016897-T1	7
FUN_007963-T1	7
FUN_007987-T1	7
FUN_020395-T1	7
FUN_015417-T1	7
FUN_009243-T1	7
FUN_017814-T1	7
FUN_014245-T1	7
FUN_014650-T1	7
FUN_012485-T1	7
FUN_006360-T1	7
FUN_011149-T1	7
FUN_010426-T1	7
FUN_017944-T1	7
FUN_006379-T1	7
FUN_002789-T1	7
FUN_002783-T1	7
FUN_009216-T1	7
FUN_000954-T1	7
FUN_011435-T1	7
FUN_011431-T1	7
FUN_002559-T1	7
FUN_020378-T1	7
FUN_020365-T1	7
FUN_008034-T1	7
FUN_019359-T1	7
FUN_006358-T1	7
FUN_003394-T1	7
FUN_006315-T1	7
FUN_006312-T1	7
FUN_006336-T1	7
FUN_012368-T1	7
FUN_021127-T1	7
FUN_013163-T1	7
FUN_018706-T1	7
FUN_003250-T1	7
FUN_008047-T1	7
FUN_008068-T1	7
FUN_008025-T1	7
FUN_016676-T1	7
FUN_010470-T1	7
FUN_016185-T1	7
FUN_006322-T1	7
FUN_000309-T1	7
FUN_013819-T1	7
FUN_013844-T1	7
FUN_003403-T1	7
FUN_007978-T1	7
FUN_007996-T1	7
FUN_004743-T1	7
FUN_000966-T1	7
FUN_017797-T1	7
FUN_017640-T1	7
FUN_008090-T1	7
FUN_020351-T1	7
FUN_000722-T1	7
FUN_008109-T1	7
FUN_012799-T1	7
FUN_001279-T1	7
FUN_003893-T1	7
FUN_001718-T1	7
FUN_012124-T1	7
FUN_017473-T1	7
FUN_003240-T1	7
FUN_018887-T1	7
FUN_008104-T1	7
FUN_003621-T1	7
FUN_009158-T1	7
FUN_009152-T1	7
FUN_009144-T1	7
FUN_008124-T1	7
FUN_020333-T1	7
FUN_002194-T1	7
FUN_006188-T1	7
FUN_019308-T1	7
FUN_019307-T1	7
FUN_004356-T1	7
FUN_002640-T1	7
FUN_002633-T1	7
FUN_021186-T1	7
FUN_016672-T1	7
FUN_015618-T1	7
FUN_020316-T1	7
FUN_011712-T1	7
FUN_018743-T1	7
FUN_003232-T1	7
FUN_011696-T1	7
FUN_016434-T1	7
FUN_001296-T1	7
FUN_010559-T1	7
FUN_019328-T1	7
FUN_019320-T1	7
FUN_017483-T1	7
FUN_017482-T1	7
FUN_000186-T1	7
FUN_006256-T1	7
FUN_006250-T1	7
FUN_005321-T1	7
FUN_005317-T1	7
FUN_021246-T1	7
FUN_021242-T1	7
FUN_003346-T1	7
FUN_003340-T1	7
FUN_021237-T1	7
FUN_021230-T1	7
FUN_000196-T1	7
FUN_014062-T1	7
FUN_014095-T1	7
FUN_021218-T1	7
FUN_006204-T1	7
FUN_015647-T1	7
FUN_011448-T1	7
FUN_012556-T1	7
FUN_010583-T1	7
FUN_005310-T1	7
FUN_006147-T1	7
FUN_006166-T1	7
FUN_015444-T1	7
FUN_013208-T1	7
FUN_016795-T1	7
FUN_016786-T1	7
FUN_009123-T1	7
FUN_009121-T1	7
FUN_008155-T1	7
FUN_012153-T1	7
FUN_010572-T1	7
FUN_010565-T1	7
FUN_019288-T1	7
FUN_019277-T1	7
FUN_006127-T1	7
FUN_001325-T1	7
FUN_019297-T1	7
FUN_017109-T1	7
FUN_008154-T1	7
FUN_002135-T1	7
FUN_013427-T1	7
FUN_013426-T1	7
FUN_013414-T1	7
FUN_014578-T1	7
FUN_018310-T1	7
FUN_006137-T1	7
FUN_016429-T1	7
FUN_002657-T1	7
FUN_017976-T1	7
FUN_014979-T1	7
FUN_021241-T1	7
FUN_013883-T1	7
FUN_009031-T1	7
FUN_009022-T1	7
FUN_019985-T1	7
FUN_019977-T1	7
FUN_016784-T1	7
FUN_002550-T1	7
FUN_002546-T1	7
FUN_002545-T1	7
FUN_004918-T1	7
FUN_008193-T1	7
FUN_002498-T1	7
FUN_005343-T1	7
FUN_005327-T1	7
FUN_006129-T1	7
FUN_003557-T1	7
FUN_008259-T1	7
FUN_000777-T1	7
FUN_016778-T1	7
FUN_004130-T1	7
FUN_018722-T1	7
FUN_018755-T1	7
FUN_001594-T1	7
FUN_001593-T1	7
FUN_008225-T1	7
FUN_004915-T1	7
FUN_008246-T1	7
FUN_008239-T1	7
FUN_001938-T1	7
FUN_018298-T1	7
FUN_012180-T1	7
FUN_000162-T1	7
FUN_000136-T1	7
FUN_000131-T1	7
FUN_021272-T1	7
FUN_006080-T1	7
FUN_010639-T1	7
FUN_004332-T1	7
FUN_004325-T1	7
FUN_003130-T1	7
FUN_006068-T1	7
FUN_017460-T1	7
FUN_013862-T1	7
FUN_006096-T1	7
FUN_004121-T1	7
FUN_011489-T1	7
FUN_013218-T1	7
FUN_005356-T1	7
FUN_016210-T1	7
FUN_000139-T1	7
FUN_004772-T1	7
FUN_020014-T1	7
FUN_013199-T1	7
FUN_017667-T1	7
FUN_008318-T1	7
FUN_008313-T1	7
FUN_016711-T1	7
FUN_015615-T1	7
FUN_017064-T1	7
FUN_011067-T1	7
FUN_004221-T1	7
FUN_019262-T1	7
FUN_021261-T1	7
FUN_019247-T1	7
FUN_001930-T1	7
FUN_017986-T1	7
FUN_017985-T1	7
FUN_003706-T1	7
FUN_010691-T1	7
FUN_000125-T1	7
FUN_021293-T1	7
FUN_021292-T1	7
FUN_006039-T1	7
FUN_005381-T1	7
FUN_005379-T1	7
FUN_010690-T1	7
FUN_010682-T1	7
FUN_019232-T1	7
FUN_006067-T1	7
FUN_006001-T1	7
FUN_000126-T1	7
FUN_002274-T1	7
FUN_013233-T1	7
FUN_020007-T1	7
FUN_008998-T1	7
FUN_008981-T1	7
FUN_009017-T1	7
FUN_000792-T1	7
FUN_004907-T1	7
FUN_004897-T1	7
FUN_004894-T1	7
FUN_008278-T1	7
FUN_003554-T1	7
FUN_002272-T1	7
FUN_002269-T1	7
FUN_003549-T1	7
FUN_001859-T1	7
FUN_001857-T1	7
FUN_004786-T1	7
FUN_003604-T1	7
FUN_015574-T1	7
FUN_004880-T1	7
FUN_015590-T1	7
FUN_013382-T1	7
FUN_016260-T1	7
FUN_016259-T1	7
FUN_010708-T1	7
FUN_010701-T1	7
FUN_021304-T1	7
FUN_017110-T1	7
FUN_006015-T1	7
FUN_008377-T1	7
FUN_008354-T1	7
FUN_017243-T1	7
FUN_000906-T1	7
FUN_000905-T1	7
FUN_008948-T1	7
FUN_016405-T1	7
FUN_018014-T1	7
FUN_019219-T1	7
FUN_017443-T1	7
FUN_002281-T1	7
FUN_000109-T1	7
FUN_021326-T1	7
FUN_018220-T1	7
FUN_018219-T1	7
FUN_001795-T1	7
FUN_002996-T1	7
FUN_011623-T1	7
FUN_011650-T1	7
FUN_011646-T1	7
FUN_018757-T1	7
FUN_018756-T1	7
FUN_020241-T1	7
FUN_013953-T1	7
FUN_001746-T1	7
FUN_012737-T1	7
FUN_005912-T1	7
FUN_005969-T1	7
FUN_005946-T1	7
FUN_005942-T1	7
FUN_005932-T1	7
FUN_014196-T1	7
FUN_004095-T1	7
FUN_018837-T1	7
FUN_011522-T1	7
FUN_011509-T1	7
FUN_015542-T1	7
FUN_015568-T1	7
FUN_008421-T1	7
FUN_014390-T1	7
FUN_012605-T1	7
FUN_004282-T1	7
FUN_010766-T1	7
FUN_018284-T1	7
FUN_021349-T1	7
FUN_021333-T1	7
FUN_008944-T1	7
FUN_015465-T1	7
FUN_020036-T1	7
FUN_020032-T1	7
FUN_008893-T1	7
FUN_003584-T1	7
FUN_003583-T1	7
FUN_018779-T1	7
FUN_001565-T1	7
FUN_001564-T1	7
FUN_001434-T1	7
FUN_005813-T1	7
FUN_005404-T1	7
FUN_005890-T1	7
FUN_005875-T1	7
FUN_005868-T1	7
FUN_005830-T1	7
FUN_000812-T1	7
FUN_014963-T1	7
FUN_014962-T1	7
FUN_002717-T1	7
FUN_002716-T1	7
FUN_017351-T1	7
FUN_005787-T1	7
FUN_010822-T1	7
FUN_013939-T1	7
FUN_017413-T1	7
FUN_017404-T1	7
FUN_005826-T1	7
FUN_018279-T1	7
FUN_016293-T1	7
FUN_017710-T1	7
FUN_017699-T1	7
FUN_015453-T1	7
FUN_012237-T1	7
FUN_018769-T1	7
FUN_004099-T1	7
FUN_004098-T1	7
FUN_008867-T1	7
FUN_002524-T1	7
FUN_002973-T1	7
FUN_008901-T1	7
FUN_008900-T1	7
FUN_008894-T1	7
FUN_004862-T1	7
FUN_021403-T1	7
FUN_003380-T1	7
FUN_012663-T1	7
FUN_012695-T1	7
FUN_010837-T1	7
FUN_005717-T1	7
FUN_016311-T1	7
FUN_021425-T1	7
FUN_021422-T1	7
FUN_021421-T1	7
FUN_012268-T1	7
FUN_003850-T1	7
FUN_010874-T1	7
FUN_010825-T1	7
FUN_010877-T1	7
FUN_004256-T1	7
FUN_012682-T1	7
FUN_003379-T1	7
FUN_005757-T1	7
FUN_001759-T1	7
FUN_001752-T1	7
FUN_008547-T1	7
FUN_018820-T1	7
FUN_000901-T1	7
FUN_008609-T1	7
FUN_015516-T1	7
FUN_020199-T1	7
FUN_020198-T1	7
FUN_020189-T1	7
FUN_020183-T1	7
FUN_012649-T1	7
FUN_001922-T1	7
FUN_018030-T1	7
FUN_016968-T1	7
FUN_019159-T1	7
FUN_019156-T1	7
FUN_003817-T1	7
FUN_005683-T1	7
FUN_005675-T1	7
FUN_005653-T1	7
FUN_005651-T1	7
FUN_003175-T1	7
FUN_014813-T1	7
FUN_003155-T1	7
FUN_014807-T1	7
FUN_001438-T1	7
FUN_017385-T1	7
FUN_017380-T1	7
FUN_014005-T1	7
FUN_013969-T1	7
FUN_021441-T1	7
FUN_021438-T1	7
FUN_008553-T1	7
FUN_001910-T1	7
FUN_008878-T1	7
FUN_013264-T1	7
FUN_020059-T1	7
FUN_011601-T1	7
FUN_008586-T1	7
FUN_002538-T1	7
FUN_002525-T1	7
FUN_003571-T1	7
FUN_003567-T1	7
FUN_001909-T1	7
FUN_001900-T1	7
FUN_010920-T1	7
FUN_010869-T1	7
FUN_010864-T1	7
FUN_005711-T1	7
FUN_004827-T1	7
FUN_008801-T1	7
FUN_008636-T1	7
FUN_020167-T1	7
FUN_020144-T1	7
FUN_020159-T1	7
FUN_020157-T1	7
FUN_008595-T1	7
FUN_002174-T1	7
FUN_000055-T1	7
FUN_000053-T1	7
FUN_010908-T1	7
FUN_004240-T1	7
FUN_014026-T1	7
FUN_014024-T1	7
FUN_001782-T1	7
FUN_011021-T1	7
FUN_013985-T1	7
FUN_017368-T1	7
FUN_017360-T1	7
FUN_014030-T1	7
FUN_005633-T1	7
FUN_016330-T1	7
FUN_011048-T1	7
FUN_011044-T1	7
FUN_011084-T1	7
FUN_019124-T1	7
FUN_019116-T1	7
FUN_019112-T1	7
FUN_019111-T1	7
FUN_001766-T1	7
FUN_012297-T1	7
FUN_021465-T1	7
FUN_005569-T1	7
FUN_005566-T1	7
FUN_008789-T1	7
FUN_000879-T1	7
FUN_008819-T1	7
FUN_008664-T1	7
FUN_008659-T1	7
FUN_008685-T1	7
FUN_020134-T1	7
FUN_020131-T1	7
FUN_008673-T1	7
FUN_004850-T1	7
FUN_005609-T1	7
FUN_019093-T1	7
FUN_016993-T1	7
FUN_020127-T1	7
FUN_000047-T1	7
FUN_021549-T1	7
FUN_021518-T1	7
FUN_002675-T1	7
FUN_021497-T1	7
FUN_005548-T1	7
FUN_005585-T1	7
FUN_016318-T1	7
FUN_016360-T1	7
FUN_016347-T1	7
FUN_008738-T1	7
FUN_008798-T1	7
FUN_002967-T1	7
FUN_016744-T1	7
FUN_000855-T1	7
FUN_002662-T1	7
FUN_001428-T1	7
FUN_001421-T1	7
FUN_011030-T1	7
FUN_019087-T1	7
FUN_005497-T1	7
FUN_005530-T1	7
FUN_014017-T1	7
FUN_001549-T1	7
FUN_002954-T1	7
FUN_020111-T1	7
FUN_020110-T1	7
FUN_008749-T1	7
FUN_017263-T1	7
FUN_020120-T1	7
FUN_020119-T1	7
FUN_021528-T1	6
FUN_021551-T1	6
FUN_021532-T1	6
FUN_000010-T1	6
FUN_021504-T1	6
FUN_005546-T1	6
FUN_005547-T1	6
FUN_021498-T1	6
FUN_018233-T1	6
FUN_018266-T1	6
FUN_012261-T1	6
FUN_018242-T1	6
FUN_016352-T1	6
FUN_005593-T1	6
FUN_005605-T1	6
FUN_005427-T1	6
FUN_021483-T1	6
FUN_021460-T1	6
FUN_005616-T1	6
FUN_005582-T1	6
FUN_005628-T1	6
FUN_004252-T1	6
FUN_001923-T1	6
FUN_018035-T1	6
FUN_018041-T1	6
FUN_012640-T1	6
FUN_016977-T1	6
FUN_001439-T1	6
FUN_001440-T1	6
FUN_010918-T1	6
FUN_001899-T1	6
FUN_001382-T1	6
FUN_001384-T1	6
FUN_001388-T1	6
FUN_001391-T1	6
FUN_001394-T1	6
FUN_004245-T1	6
FUN_019175-T1	6
FUN_019186-T1	6
FUN_010765-T1	6
FUN_012606-T1	6
FUN_012608-T1	6
FUN_019041-T1	6
FUN_019043-T1	6
FUN_003297-T1	6
FUN_010797-T1	6
FUN_019208-T1	6
FUN_010850-T1	6
FUN_003150-T1	6
FUN_014839-T1	6
FUN_014841-T1	6
FUN_018031-T1	6
FUN_019140-T1	6
FUN_003126-T1	6
FUN_019265-T1	6
FUN_004211-T1	6
FUN_019029-T1	6
FUN_010637-T1	6
FUN_010678-T1	6
FUN_019239-T1	6
FUN_012755-T1	6
FUN_001925-T1	6
FUN_019228-T1	6
FUN_004312-T1	6
FUN_010705-T1	6
FUN_002440-T1	6
FUN_012724-T1	6
FUN_012730-T1	6
FUN_012739-T1	6
FUN_019312-T1	6
FUN_001297-T1	6
FUN_012581-T1	6
FUN_011120-T1	6
FUN_010547-T1	6
FUN_010581-T1	6
FUN_016941-T1	6
FUN_016947-T1	6
FUN_016958-T1	6
FUN_004340-T1	6
FUN_017981-T1	6
FUN_019301-T1	6
FUN_010612-T1	6
FUN_014996-T1	6
FUN_014998-T1	6
FUN_015000-T1	6
FUN_019383-T1	6
FUN_010388-T1	6
FUN_011146-T1	6
FUN_011159-T1	6
FUN_001457-T1	6
FUN_001458-T1	6
FUN_019361-T1	6
FUN_014343-T1	6
FUN_003094-T1	6
FUN_003109-T1	6
FUN_010474-T1	6
FUN_003120-T1	6
FUN_012767-T1	6
FUN_012778-T1	6
FUN_010510-T1	6
FUN_010538-T1	6
FUN_010341-T1	6
FUN_016895-T1	6
FUN_001258-T1	6
FUN_019401-T1	6
FUN_014781-T1	6
FUN_011186-T1	6
FUN_018970-T1	6
FUN_019377-T1	6
FUN_010363-T1	6
FUN_010373-T1	6
FUN_010381-T1	6
FUN_004373-T1	6
FUN_002469-T1	6
FUN_010414-T1	6
FUN_001275-T1	6
FUN_019381-T1	6
FUN_001244-T1	6
FUN_019420-T1	6
FUN_015166-T1	6
FUN_010314-T1	6
FUN_001474-T1	6
FUN_001477-T1	6
FUN_018985-T1	6
FUN_018992-T1	6
FUN_018994-T1	6
FUN_012925-T1	6
FUN_012932-T1	6
FUN_012807-T1	6
FUN_004408-T1	6
FUN_010345-T1	6
FUN_010347-T1	6
FUN_004399-T1	6
FUN_017938-T1	6
FUN_019457-T1	6
FUN_019463-T1	6
FUN_010255-T1	6
FUN_010266-T1	6
FUN_004424-T1	6
FUN_011214-T1	6
FUN_018964-T1	6
FUN_001472-T1	6
FUN_001975-T1	6
FUN_010284-T1	6
FUN_010287-T1	6
FUN_010288-T1	6
FUN_019443-T1	6
FUN_010324-T1	6
FUN_017943-T1	6
FUN_019485-T1	6
FUN_001996-T1	6
FUN_017004-T1	6
FUN_011208-T1	6
FUN_010220-T1	6
FUN_010224-T1	6
FUN_019491-T1	6
FUN_004448-T1	6
FUN_010206-T1	6
FUN_003687-T1	6
FUN_015221-T1	6
FUN_015222-T1	6
FUN_015229-T1	6
FUN_004427-T1	6
FUN_010199-T1	6
FUN_010245-T1	6
FUN_010146-T1	6
FUN_010123-T1	6
FUN_010153-T1	6
FUN_010167-T1	6
FUN_016881-T1	6
FUN_016885-T1	6
FUN_017915-T1	6
FUN_003290-T1	6
FUN_019522-T1	6
FUN_019523-T1	6
FUN_019530-T1	6
FUN_010113-T1	6
FUN_019505-T1	6
FUN_010170-T1	6
FUN_004460-T1	6
FUN_010175-T1	6
FUN_004503-T1	6
FUN_004519-T1	6
FUN_002404-T1	6
FUN_002419-T1	6
FUN_017017-T1	6
FUN_011272-T1	6
FUN_018107-T1	6
FUN_001169-T1	6
FUN_019557-T1	6
FUN_004482-T1	6
FUN_010075-T1	6
FUN_015248-T1	6
FUN_015254-T1	6
FUN_017200-T1	6
FUN_013007-T1	6
FUN_004473-T1	6
FUN_009978-T1	6
FUN_004510-T1	6
FUN_018952-T1	6
FUN_001513-T1	6
FUN_004161-T1	6
FUN_010005-T1	6
FUN_001161-T1	6
FUN_017903-T1	6
FUN_017904-T1	6
FUN_017907-T1	6
FUN_001989-T1	6
FUN_013039-T1	6
FUN_004505-T1	6
FUN_019563-T1	6
FUN_019585-T1	6
FUN_012987-T1	6
FUN_004540-T1	6
FUN_015328-T1	6
FUN_019631-T1	6
FUN_019646-T1	6
FUN_011314-T1	6
FUN_011307-T1	6
FUN_009932-T1	6
FUN_009933-T1	6
FUN_009908-T1	6
FUN_017206-T1	6
FUN_009955-T1	6
FUN_019620-T1	6
FUN_001123-T1	6
FUN_019589-T1	6
FUN_009966-T1	6
FUN_019607-T1	6
FUN_009578-T1	6
FUN_001116-T1	6
FUN_009599-T1	6
FUN_009605-T1	6
FUN_009607-T1	6
FUN_009652-T1	6
FUN_019672-T1	6
FUN_011352-T1	6
FUN_003196-T1	6
FUN_017878-T1	6
FUN_009871-T1	6
FUN_009874-T1	6
FUN_009875-T1	6
FUN_009879-T1	6
FUN_009888-T1	6
FUN_004531-T1	6
FUN_009546-T1	6
FUN_009548-T1	6
FUN_012578-T1	6
FUN_018085-T1	6
FUN_018094-T1	6
FUN_011336-T1	6
FUN_011338-T1	6
FUN_013097-T1	6
FUN_017862-T1	6
FUN_009575-T1	6
FUN_009577-T1	6
FUN_009585-T1	6
FUN_009558-T1	6
FUN_017889-T1	6
FUN_001074-T1	6
FUN_001080-T1	6
FUN_013110-T1	6
FUN_019755-T1	6
FUN_009428-T1	6
FUN_009430-T1	6
FUN_009464-T1	6
FUN_009466-T1	6
FUN_019764-T1	6
FUN_013061-T1	6
FUN_018896-T1	6
FUN_003770-T1	6
FUN_019747-T1	6
FUN_019750-T1	6
FUN_019752-T1	6
FUN_001055-T1	6
FUN_009543-T1	6
FUN_009544-T1	6
FUN_009345-T1	6
FUN_009327-T1	6
FUN_011383-T1	6
FUN_004690-T1	6
FUN_009319-T1	6
FUN_019812-T1	6
FUN_003645-T1	6
FUN_009421-T1	6
FUN_009381-T1	6
FUN_009383-T1	6
FUN_001049-T1	6
FUN_015380-T1	6
FUN_015383-T1	6
FUN_016822-T1	6
FUN_009431-T1	6
FUN_009438-T1	6
FUN_009262-T1	6
FUN_009263-T1	6
FUN_011436-T1	6
FUN_002391-T1	6
FUN_009323-T1	6
FUN_000970-T1	6
FUN_000977-T1	6
FUN_000978-T1	6
FUN_019876-T1	6
FUN_002132-T1	6
FUN_017824-T1	6
FUN_014286-T1	6
FUN_004713-T1	6
FUN_009330-T1	6
FUN_019835-T1	6
FUN_000987-T1	6
FUN_019939-T1	6
FUN_004737-T1	6
FUN_009176-T1	6
FUN_018847-T1	6
FUN_011432-T1	6
FUN_015411-T1	6
FUN_009220-T1	6
FUN_004731-T1	6
FUN_014247-T1	6
FUN_017811-T1	6
FUN_017812-T1	6
FUN_009240-T1	6
FUN_009255-T1	6
FUN_004704-T1	6
FUN_015393-T1	6
FUN_004722-T1	6
FUN_009132-T1	6
FUN_009138-T1	6
FUN_015429-T1	6
FUN_015435-T1	6
FUN_015402-T1	6
FUN_015406-T1	6
